CAS_NUMBER	ID	COMPOUND_CODE	COMPOUND_NAME	FMLA	MOLECULAR_WEIGHT	KOWLOGP	STRUCTURECATEGORY	SMILES	AUTHORS	JOURNAL	PUBLICATION_DATE	VOLUME_NUMBER	START_PAGE	SOURCE_URL	ASSAY_CLASS_NAME	ASSAY_NAME	SPECIES_STRAIN	ENDPOINT_NAME	ENDPOINT_VALUE	ENDPOINT_UNIT	PROTEIN_SUBTYPE	PROTEIN_DOMAIN	ROUTE_OF_COMPOUND
84449-90-1	614	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Wallace OB, Lauwers KS, Jones SA, Dodge JA.	Bioorg. Med. Chem. Lett.	2003	13	1907		Binding	Binding affinity for estrogen receptor alpha	Human	Ki	0.4	nM	alpha		
84449-90-1	615	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Geiser M, Halleux C, Kallen J, Keller H, Ramage P.	J. Med. Chem.	2005	48	364		Binding	Inhibition of [3H]estradiol binding to human estrogen receptor alpha expressed in HeLa cells	Human	logRBA	2.105		alpha		
84449-90-1	616	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Binding	Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor alpha.	Human	logRBA	2.038		alpha		
84449-90-1	617	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Chen HY, Dykstra KD, Birzin ET, Frisch K, Chan W, Yang YT, Mosley RT, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	1417		Binding	Binding affinity against human estrogen receptor alpha in competitive binding assay	Human	logRBA	1.859		alpha		
84449-90-1	618	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, DiNinno F, Morgan JD 2nd, Chen HY, Wu JY, Gude C, Kim S, Chan W, Birzin ET, Tien Yang Y, Pai LY, Zhang Z, Hayes EC, DaSilva CA, Tang W, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	3861		Binding	Binding potency for human ER alpha	Human	logRBA	1.859		alpha		
84449-90-1	619	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, DiNinno F, Morgan JD 2nd, Wu JY, Chen HY, Kim S, Chan W, Birzin ET, Yang YT, Pai LY, Zhang Z, Hayes EC, DaSilva CA, Tang W, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	3865		Binding	Binding potency for human ER alpha	Human	logRBA	1.859		alpha		
84449-90-1	620	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, Dininno F, Morgan JD 2nd, Chen HY, Wu JY, Kim S, Chan W, Birzin ET, Yang YT, Pai LY, Fitzgerald PM, Sharma N, Li Y, Zhang Z, Hayes EC, Dasilva CA, Tang W, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2005	15	107		Binding	Inhibition of bindign to recombinant human estrogen receptor alpha	Human	logRBA	1.859		alpha		
84449-90-1	621	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Kim S, Wu JY, Birzin ET, Frisch K, Chan W, Pai LY, Yang YT, Mosley RT, Fitzgerald PM, Sharma N, Dahllund J, Thorsell AG, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	J. Med. Chem.	2004	47	2171		Binding	Binding affinity towards human recombinant Estrogen receptor alpha was determined	Human	logRBA	1.859		alpha		
84449-90-1	622	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Jain N, Kanojia RM, Xu J, Jian-Zhong G, Pacia E, Lai MT, Du F, Musto A, Allan G, Hahn D, Lundeen S, Sui Z.	J. Med. Chem.	2006	49	3056		Binding	Binding affinity to ERalpha	Human	logRBA	1.806		alpha		
84449-90-1	623	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Schmid CR, Sluka JP, Duke KM, Glasebrook AW.	Bioorg. Med. Chem. Lett.	1999	9	523		Binding	Displacement of [3H]17-beta-estradiol from estrogen receptor of MCF-7 cell lysates relative to 17-beta-estradiol	Human	logRBA	1.531		alpha		
84449-90-1	624	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Schmid CR, Glasebrook AL, Misner JW, Stephenson GA.	Bioorg. Med. Chem. Lett.	1999	9	1137		Binding	Displacement of [3H]17-beta-estradiol from estrogen receptor of MCF-7 cell lysate as relative binding affinity	Human	logRBA	1.531		alpha		
84449-90-1	625	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Sibley R, Hatoum-Mokdad H, Schoenleber R, Musza L, Stirtan W, Marrero D, Carley W, Xiao H, Dumas J.	Bioorg. Med. Chem. Lett.	2003	13	1919		Binding	In vitro binding affinity for estrogen receptor alpha	Human	logRBA	1.456		alpha		
84449-90-1	626	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Jones CD, Blaszczak LC, Goettel ME, Suarez T, Crowell TA, Mabry TE, Ruenitz PC, Srivatsan V.	J. Med. Chem.	1992	35	931		Binding	Binding affinity for Estrogen receptor in MCF-Cells relative to estradiol	Human	logRBA	0.255		alpha		
84449-90-1	627	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Jones CD, Blaszczak LC, Goettel ME, Suarez T, Crowell TA, Mabry TE, Ruenitz PC, Srivatsan V.	J. Med. Chem.	1992	35	931		Binding	Displacement of [3H]estradiol from Estrogen receptor in MCF-7 cells	Human	logRBA	0.247		alpha		
84449-90-1	628	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Qin Z, Kastrati I, Chandrasena RE, Liu H, Yao P, Petukhov PA, Bolton JL, Thatcher GR.	J. Med. Chem.	2007	50	2682		Binding	Displacement of [3H]estradiol from human recombinant ERalpha relative to estradiol	Human	logRBA	-0.041		alpha		
84449-90-1	629	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, Morgan JD 2nd, Mosley RT, Birzin ET, Frisch K, Rohrer SP, Hammond ML.	Bioorg. Med. Chem. Lett.	2003	13	479		Binding	Binding affinity for Rat Estrogen receptor-alpha	Rat	IC50	0.7	nM	alpha		
84449-90-1	630	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Kim S, Wu J, Chen HY, Birzin ET, Chan W, Yang YT, Colwell L, Li S, Dahllund J, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	2741		Binding	Displacement of [3H]17-beta-estradiol from full length human estrogen receptor alpha	Human	IC50	1.8	nM	alpha	Full-length	
84449-90-1	631	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, DiNinno F, Chen HY, Kim S, Wu JY, Chan W, Birzin ET, Yang YT, Pai LY, Hayes EC, DaSilva CA, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2005	15	3912		Binding	human estrogen receptor alpha binding using scintillation proximity assay	Human	logRBA	2.269		alpha	Full-length	
84449-90-1	632	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Fang J, Akwabi-Ameyaw A, Britton JE, Katamreddy SR, Navas F 3rd, Miller AB, Williams SP, Gray DW, Orband-Miller LA, Shearin J, Heyer D.	Bioorg. Med. Chem. Lett.	2008	18	5075		Binding	Displacement of [3H]estradiol from full length biotinylated human ERalpha by scintillation proximity assay	Human	logRBA	2		alpha	Full-length	
84449-90-1	633	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	1.839		alpha	Full-length	
84449-90-1	634	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERa	Human	logRBA	1.77		alpha	Full-length	
84449-90-1	635	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Human ERa	Human	logRBA	1.399		alpha	Full-length	
84449-90-1	636	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Rat ERa	Rat	logRBA	1.294		alpha	Full-length	
84449-90-1	637	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Mouse ERa	Mouse	logRBA	1.732		alpha	Full-length	
84449-90-1	638	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Jain N, Xu J, Kanojia RM, Du F, Jian-Zhong G, Pacia E, Lai MT, Musto A, Allan G, Reuman M, Li X, Hahn D, Cousineau M, Peng S, Ritchie D, Russell R, Lundeen S, Sui Z.	J. Med. Chem.	2009	52	7544		Binding	Inhibition of fluormone ES2 binding to estrogen receptor beta after 1 hr by fluorescence polarization assay		IC50	8.2	nM	beta		
84449-90-1	639	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Henke BR, Drewry DH, Jones SA, Stewart EL, Weaver SL, Wiethe RW.	Bioorg. Med. Chem. Lett.	2001	11	1939		Binding	Ability to displace [3H]17-beta-estradiol from Estrogen receptor beta by scintillation proximity assay.		logRBA	1.544		beta		
84449-90-1	640	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Smith RA, Chen J, Mader MM, Muegge I, Moehler U, Katti S, Marrero D, Stirtan WG, Weaver DR, Xiao H, Carley W.	Bioorg. Med. Chem. Lett.	2002	12	2875		Binding	Binding affinity for Estrogen receptor beta(ER beta) receptor		logRBA	-0.371		beta		
84449-90-1	641	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Qin Z, Kastrati I, Chandrasena RE, Liu H, Yao P, Petukhov PA, Bolton JL, Thatcher GR.	J. Med. Chem.	2007	50	2682		Binding	Displacement of [3H]estradiol from human recombinant ERbeta	Human	IC50	557	nM	beta		
84449-90-1	642	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Henke BR, Consler TG, Go N, Hale RL, Hohman DR, Jones SA, Lu AT, Moore LB, Moore JT, Orband-Miller LA, Robinett RG, Shearin J, Spearing PK, Stewart EL, Turnbull PS, Weaver SL, Williams SP, Wisely GB, Lambert MH.	J. Med. Chem.	2002	45	5492		Binding	Percent maximal inhibition of 1 nM 17-beta-estradiol induced transcriptional activation in T47D cells expressing estrogen receptor beta	Human	INH	120	%	beta		
84449-90-1	643	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Miller CP, Collini MD, Tran BD, Harris HA, Kharode YP, Marzolf JT, Moran RA, Henderson RA, Bender RH, Unwalla RJ, Greenberger LM, Yardley JP, Abou-Gharbia MA, Lyttle CR, Komm BS.	J. Med. Chem.	2001	44	1654		Binding	In vitro inhibitory concentration against [3H]17-beta-estradiol binding to human estrogen receptor 2	Human	IC50	43	nM	beta		
84449-90-1	644	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Yang C, Xu G, Li J, Wu X, Liu B, Yan X, Wang M, Xie Y.	Bioorg. Med. Chem. Lett.	2005	15	1505		Binding	Inhibition of estrogen receptor beta	Human	IC50	18.9	nM	beta		
84449-90-1	645	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Henke BR, Consler TG, Go N, Hale RL, Hohman DR, Jones SA, Lu AT, Moore LB, Moore JT, Orband-Miller LA, Robinett RG, Shearin J, Spearing PK, Stewart EL, Turnbull PS, Weaver SL, Williams SP, Wisely GB, Lambert MH.	J. Med. Chem.	2002	45	5492		Binding	In vitro inhibition of 1 nM 17-beta-estradiol induced transcriptional activation in T47D cells expressing estrogen receptor beta	Human	IC50	15	nM	beta		
84449-90-1	646	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, Morgan JD 2nd, Mosley RT, Birzin ET, Frisch K, Rohrer SP, Hammond ML.	Bioorg. Med. Chem. Lett.	2003	13	479		Binding	Binding affinity for Human Estrogen receptor-beta	Human	IC50	12	nM	beta		
84449-90-1	647	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Chen HY, Kim S, Wu JY, Birzin ET, Chan W, Yang YT, Dahllund J, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	2551		Binding	Binding affinity towards human estrogen receptor beta (ERbeta)	Human	IC50	12	nM	beta		
84449-90-1	648	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, Morgan JD 2nd, Chan W, Birzin ET, Pai LY, Hayes EC, DaSilva CA, Mosley RT, Yang YT, Rohrer SP, Dininno F, Hammond ML.	Bioorg. Med. Chem. Lett.	2005	15	5124		Binding	Inhibition of binding to recombinant human ERbeta by scintillation proximity assay	Human	IC50	12	nM	beta		
84449-90-1	649	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Jain N, Kanojia RM, Xu J, Jian-Zhong G, Pacia E, Lai MT, Du F, Musto A, Allan G, Hahn D, Lundeen S, Sui Z.	J. Med. Chem.	2006	49	3056		Binding	Binding affinity to ERbeta	Human	IC50	8.2	nM	beta		
84449-90-1	650	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Wallace OB, Lauwers KS, Jones SA, Dodge JA.	Bioorg. Med. Chem. Lett.	2003	13	1907		Binding	Binding affinity for estrogen receptor beta	Human	Ki	4.3	nM	beta		
84449-90-1	651	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Ji Q, Gao J, Wang J, Yang C, Hui X, Yan X, Wu X, Xie Y, Wang MW.	Bioorg. Med. Chem. Lett.	2005	15	2891		Binding	Inhibition of [3H]17-beta-estradiol binding to human estrogen receptor beta	Human	IC50	1.6	nM	beta		
84449-90-1	652	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Jain N, Kanojia RM, Xu J, Jian-Zhong G, Pacia E, Lai MT, Du F, Musto A, Allan G, Hahn D, Lundeen S, Sui Z.	J. Med. Chem.	2006	49	3056		Binding	Binding affinity to ERbeta	Human	logRBA	1.763		beta		
84449-90-1	653	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Binding	Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor beta.	Human	logRBA	0.965		beta		
84449-90-1	654	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Geiser M, Halleux C, Kallen J, Keller H, Ramage P.	J. Med. Chem.	2005	48	364		Binding	Inhibition of [3H]estradiol binding to human estrogen receptor beta expressed in HeLa cells	Human	logRBA	0.965		beta		
84449-90-1	655	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Chen HY, Dykstra KD, Birzin ET, Frisch K, Chan W, Yang YT, Mosley RT, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	1417		Binding	Binding affinity against human estrogen receptor beta (ER beta) in competitive binding assay	Human	logRBA	0.962		beta		
84449-90-1	656	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, DiNinno F, Morgan JD 2nd, Chen HY, Wu JY, Gude C, Kim S, Chan W, Birzin ET, Tien Yang Y, Pai LY, Zhang Z, Hayes EC, DaSilva CA, Tang W, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	3861		Binding	Binding potency for human ER beta	Human	logRBA	0.962		beta		
84449-90-1	657	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, DiNinno F, Morgan JD 2nd, Wu JY, Chen HY, Kim S, Chan W, Birzin ET, Yang YT, Pai LY, Zhang Z, Hayes EC, DaSilva CA, Tang W, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2004	14	3865		Binding	Binding potency for human ER beta	Human	logRBA	0.962		beta		
84449-90-1	658	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Blizzard TA, Dininno F, Morgan JD 2nd, Chen HY, Wu JY, Kim S, Chan W, Birzin ET, Yang YT, Pai LY, Fitzgerald PM, Sharma N, Li Y, Zhang Z, Hayes EC, Dasilva CA, Tang W, Rohrer SP, Schaeffer JM, Hammond ML.	Bioorg. Med. Chem. Lett.	2005	15	107		Binding	Inhibition of binding to recombinant human estrogen receptor beta	Human	logRBA	0.962		beta		
84449-90-1	659	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Kim S, Wu JY, Birzin ET, Frisch K, Chan W, Pai LY, Yang YT, Mosley RT, Fitzgerald PM, Sharma N, Dahllund J, Thorsell AG, DiNinno F, Rohrer SP, Schaeffer JM, Hammond ML.	J. Med. Chem.	2004	47	2171		Binding	Binding affinity towards human recombinant Estrogen receptor beta was determined	Human	logRBA	0.962		beta		
84449-90-1	660	4	2-(4-hydroxyphenyl)-3-{4-[2-(piperidin-1-yl)ethoxy]benzoyl}-1-benzothiophen-6-ol	C28H27NO4S	473.58	5.34		Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4	Sibley R, Hatoum-Mokdad H, Schoenleber R, Musza L, Stirtan W, Marrero D, Carley W, Xiao H, Dumas J.	Bioorg. Med. Chem. Lett.	2003	13	1919		Binding	In vitro binding affinity for estrogen receptor beta	Human	logRBA	-0.371		beta		
